date,time,year,month,day,hour,minute,weekday,is_weekend,temp_c,ac,fan,light,tv,fridge
2024-01-09,16:51,2024,1,9,16,51,1,0,10.2,0,0,0,0,1
2024-01-09,17:38,2024,1,9,17,38,1,0,9.8,0,0,1,0,0
2024-01-09,22:08,2024,1,9,22,8,1,0,10.0,0,0,1,1,1
2024-01-10,00:27,2024,1,10,0,27,2,0,11.2,0,0,1,1,1
2024-01-10,00:28,2024,1,10,0,28,2,0,10.9,0,0,1,1,1
2024-01-10,02:11,2024,1,10,2,11,2,0,13.3,0,0,1,0,1
2024-01-10,02:34,2024,1,10,2,34,2,0,9.0,0,0,1,0,1
2024-01-10,04:46,2024,1,10,4,46,2,0,13.5,0,0,1,0,1
2024-01-10,05:05,2024,1,10,5,5,2,0,11.6,0,0,1,0,1
2024-01-10,07:58,2024,1,10,7,58,2,0,13.3,0,0,0,0,0
2024-01-10,14:16,2024,1,10,14,16,2,0,15.1,0,0,0,0,1
2024-01-10,14:41,2024,1,10,14,41,2,0,10.7,0,0,0,0,1
2024-01-10,16:00,2024,1,10,16,0,2,0,11.7,0,0,0,0,1
2024-01-10,16:18,2024,1,10,16,18,2,0,13.2,0,0,0,0,1
2024-01-10,17:15,2024,1,10,17,15,2,0,12.2,0,0,0,0,1
2024-01-10,19:52,2024,1,10,19,52,2,0,13.6,0,0,1,0,0
2024-01-10,22:04,2024,1,10,22,4,2,0,11.9,0,0,1,1,1
2024-01-11,06:00,2024,1,11,6,0,3,0,14.2,0,0,1,0,1
2024-01-11,12:42,2024,1,11,12,42,3,0,12.7,0,0,0,0,1
2024-01-11,15:12,2024,1,11,15,12,3,0,12.4,0,0,0,0,1
2024-01-11,18:14,2024,1,11,18,14,3,0,12.7,0,0,1,0,1
2024-01-11,20:22,2024,1,11,20,22,3,0,11.8,0,0,1,1,1
2024-01-11,21:37,2024,1,11,21,37,3,0,13.1,0,0,1,1,0
2024-01-11,22:28,2024,1,11,22,28,3,0,13.7,0,0,1,1,1
2024-01-11,23:21,2024,1,11,23,21,3,0,11.0,0,0,1,1,1
2024-01-11,23:43,2024,1,11,23,43,3,0,11.3,0,0,1,0,0
2024-01-12,00:37,2024,1,12,0,37,4,0,9.7,0,0,1,1,1
2024-01-12,04:12,2024,1,12,4,12,4,0,13.4,0,0,1,0,1
2024-01-12,06:34,2024,1,12,6,34,4,0,10.6,0,0,1,0,1
2024-01-12,07:30,2024,1,12,7,30,4,0,14.7,0,0,0,0,0
2024-01-12,08:28,2024,1,12,8,28,4,0,12.5,0,0,0,0,1
2024-01-12,08:59,2024,1,12,8,59,4,0,14.2,0,0,0,1,1
2024-01-12,11:24,2024,1,12,11,24,4,0,12.9,0,0,0,0,1
2024-01-12,13:39,2024,1,12,13,39,4,0,10.8,0,0,0,0,0
2024-01-12,13:51,2024,1,12,13,51,4,0,14.3,0,0,0,0,0
2024-01-12,16:57,2024,1,12,16,57,4,0,11.5,0,0,0,0,1
2024-01-12,17:41,2024,1,12,17,41,4,0,10.5,0,0,1,0,0
2024-01-12,18:08,2024,1,12,18,8,4,0,11.7,0,0,1,0,1
2024-01-12,18:32,2024,1,12,18,32,4,0,13.1,0,0,1,0,1
2024-01-12,22:05,2024,1,12,22,5,4,0,12.4,0,0,1,1,1
2024-01-12,23:47,2024,1,12,23,47,4,0,11.0,0,0,1,1,0
2024-01-13,04:23,2024,1,13,4,23,5,1,14.4,0,0,1,0,1
2024-01-13,11:50,2024,1,13,11,50,5,1,12.8,0,0,0,0,0
2024-01-13,13:56,2024,1,13,13,56,5,1,12.6,0,0,0,1,0
2024-01-13,16:27,2024,1,13,16,27,5,1,13.7,0,0,0,1,1
2024-01-13,18:11,2024,1,13,18,11,5,1,13.3,0,0,1,1,1
2024-01-13,18:59,2024,1,13,18,59,5,1,12.3,0,0,1,1,1
2024-01-13,19:28,2024,1,13,19,28,5,1,9.0,0,0,1,1,0
2024-01-13,19:44,2024,1,13,19,44,5,1,10.2,0,0,1,1,0
2024-01-13,21:19,2024,1,13,21,19,5,1,12.0,0,0,1,1,1
2024-01-14,00:43,2024,1,14,0,43,6,1,13.5,0,0,1,0,1
2024-01-14,01:59,2024,1,14,1,59,6,1,12.0,0,0,1,0,0
2024-01-14,02:19,2024,1,14,2,19,6,1,11.9,0,0,1,0,1
2024-01-14,02:43,2024,1,14,2,43,6,1,11.2,0,0,1,0,1
2024-01-14,03:08,2024,1,14,3,8,6,1,11.5,0,0,1,0,1
2024-01-14,06:25,2024,1,14,6,25,6,1,11.2,0,0,1,0,1
2024-01-14,07:08,2024,1,14,7,8,6,1,14.7,0,0,0,1,1
2024-01-14,07:43,2024,1,14,7,43,6,1,11.9,0,0,0,0,0
2024-01-14,10:27,2024,1,14,10,27,6,1,13.3,0,0,0,0,1
2024-01-14,12:16,2024,1,14,12,16,6,1,14.1,0,0,0,0,1
2024-01-14,13:23,2024,1,14,13,23,6,1,13.5,0,0,0,1,1
2024-01-14,13:43,2024,1,14,13,43,6,1,11.0,0,0,0,1,0
2024-01-14,14:18,2024,1,14,14,18,6,1,13.7,0,0,0,1,1
2024-01-14,18:47,2024,1,14,18,47,6,1,10.6,0,0,1,1,1
2024-01-15,01:01,2024,1,15,1,1,0,0,9.9,0,0,1,0,1
2024-01-15,02:19,2024,1,15,2,19,0,0,10.8,0,0,1,0,1
2024-01-15,04:02,2024,1,15,4,2,0,0,12.7,0,0,1,0,1
2024-01-15,05:52,2024,1,15,5,52,0,0,13.8,0,0,1,0,0
2024-01-15,06:14,2024,1,15,6,14,0,0,11.5,0,0,1,0,1
2024-01-15,10:54,2024,1,15,10,54,0,0,12.0,0,0,0,0,1
2024-01-15,10:59,2024,1,15,10,59,0,0,9.6,0,0,1,0,1
2024-01-15,13:55,2024,1,15,13,55,0,0,12.8,0,0,0,0,0
2024-01-15,14:40,2024,1,15,14,40,0,0,11.2,0,0,0,0,1
2024-01-15,15:36,2024,1,15,15,36,0,0,9.5,0,0,0,0,0
2024-01-15,19:35,2024,1,15,19,35,0,0,11.6,0,0,1,0,0
2024-01-15,21:06,2024,1,15,21,6,0,0,10.2,0,0,1,1,1
2024-01-15,21:18,2024,1,15,21,18,0,0,13.1,0,0,1,1,1
2024-01-15,22:24,2024,1,15,22,24,0,0,12.1,0,0,1,1,1
2024-01-15,23:27,2024,1,15,23,27,0,0,9.7,0,0,1,1,0
2024-01-16,02:14,2024,1,16,2,14,1,0,13.5,0,0,1,0,1
2024-01-16,03:13,2024,1,16,3,13,1,0,11.1,0,0,1,0,1
2024-01-16,07:58,2024,1,16,7,58,1,0,12.7,0,0,0,0,0
2024-01-16,09:06,2024,1,16,9,6,1,0,13.1,0,0,0,0,1
2024-01-16,11:19,2024,1,16,11,19,1,0,10.9,0,0,0,0,1
2024-01-16,12:28,2024,1,16,12,28,1,0,13.9,0,0,0,0,1
2024-01-16,12:58,2024,1,16,12,58,1,0,10.7,0,0,0,0,1
2024-01-16,16:37,2024,1,16,16,37,1,0,10.9,0,0,0,0,1
2024-01-16,16:53,2024,1,16,16,53,1,0,13.9,0,0,0,0,1
2024-01-16,18:40,2024,1,16,18,40,1,0,12.8,0,0,0,0,1
2024-01-16,18:57,2024,1,16,18,57,1,0,11.8,0,0,1,0,1
2024-01-16,19:43,2024,1,16,19,43,1,0,13.2,0,0,1,0,0
2024-01-16,21:09,2024,1,16,21,9,1,0,13.4,0,0,1,1,1
2024-01-17,00:01,2024,1,17,0,1,2,0,12.7,0,0,1,1,1
2024-01-17,00:54,2024,1,17,0,54,2,0,10.4,0,0,1,1,1
2024-01-17,02:12,2024,1,17,2,12,2,0,13.3,0,0,1,0,1
2024-01-17,05:18,2024,1,17,5,18,2,0,11.2,0,0,1,0,1
2024-01-17,05:57,2024,1,17,5,57,2,0,13.2,0,0,1,0,0
2024-01-17,07:00,2024,1,17,7,0,2,0,10.9,0,0,0,0,1
2024-01-17,09:45,2024,1,17,9,45,2,0,11.6,0,0,0,1,0
2024-01-17,09:58,2024,1,17,9,58,2,0,11.2,0,0,0,0,0
2024-01-17,10:03,2024,1,17,10,3,2,0,11.1,0,0,0,0,1
2024-01-17,10:23,2024,1,17,10,23,2,0,10.8,0,0,0,0,1
2024-01-17,10:37,2024,1,17,10,37,2,0,10.4,0,0,0,0,1
2024-01-17,15:21,2024,1,17,15,21,2,0,10.6,0,0,0,0,1
2024-01-17,17:50,2024,1,17,17,50,2,0,12.3,0,0,1,0,0
2024-01-17,18:08,2024,1,17,18,8,2,0,12.0,0,0,1,0,1
2024-01-17,18:51,2024,1,17,18,51,2,0,9.7,0,0,1,0,1
2024-01-17,21:34,2024,1,17,21,34,2,0,11.4,0,0,1,1,0
2024-01-18,00:15,2024,1,18,0,15,3,0,13.2,0,0,1,1,1
2024-01-18,05:23,2024,1,18,5,23,3,0,13.0,0,0,1,0,1
2024-01-18,06:33,2024,1,18,6,33,3,0,11.8,0,0,1,0,1
2024-01-18,06:51,2024,1,18,6,51,3,0,12.3,0,0,1,0,1
2024-01-18,07:20,2024,1,18,7,20,3,0,10.9,0,0,0,0,1
2024-01-18,15:30,2024,1,18,15,30,3,0,12.2,0,0,0,0,0
2024-01-18,15:48,2024,1,18,15,48,3,0,10.7,0,0,0,0,0
2024-01-18,16:44,2024,1,18,16,44,3,0,10.2,0,0,0,0,1
2024-01-18,19:03,2024,1,18,19,3,3,0,12.9,0,0,1,0,1
2024-01-18,21:00,2024,1,18,21,0,3,0,14.5,0,0,1,1,1
2024-01-18,21:42,2024,1,18,21,42,3,0,12.5,0,0,1,1,0
2024-01-18,22:58,2024,1,18,22,58,3,0,11.8,0,0,1,1,1
2024-01-19,00:18,2024,1,19,0,18,4,0,11.7,0,0,1,1,1
2024-01-19,04:02,2024,1,19,4,2,4,0,12.7,0,0,1,0,1
2024-01-19,04:53,2024,1,19,4,53,4,0,14.4,0,0,1,0,1
2024-01-19,05:36,2024,1,19,5,36,4,0,10.0,0,0,1,0,0
2024-01-19,08:56,2024,1,19,8,56,4,0,14.0,0,0,0,0,1
2024-01-19,10:29,2024,1,19,10,29,4,0,12.3,0,0,0,0,1
2024-01-19,10:30,2024,1,19,10,30,4,0,9.7,0,0,0,0,1
2024-01-19,12:38,2024,1,19,12,38,4,0,11.9,0,0,0,0,1
2024-01-19,12:39,2024,1,19,12,39,4,0,10.7,0,0,0,0,1
2024-01-19,12:48,2024,1,19,12,48,4,0,12.7,0,0,0,0,1
2024-01-19,13:37,2024,1,19,13,37,4,0,11.2,0,0,0,0,0
2024-01-19,15:08,2024,1,19,15,8,4,0,13.2,0,0,0,0,1
2024-01-19,15:28,2024,1,19,15,28,4,0,12.1,0,0,0,0,0
2024-01-19,17:19,2024,1,19,17,19,4,0,12.6,0,0,0,0,1
2024-01-19,18:11,2024,1,19,18,11,4,0,11.7,0,0,1,0,1
2024-01-19,18:45,2024,1,19,18,45,4,0,11.5,0,0,1,0,1
2024-01-19,20:36,2024,1,19,20,36,4,0,12.9,0,0,1,1,1
2024-01-19,21:05,2024,1,19,21,5,4,0,10.1,0,0,1,1,1
2024-01-19,21:33,2024,1,19,21,33,4,0,12.3,0,0,1,1,0
2024-01-19,22:19,2024,1,19,22,19,4,0,11.0,0,0,1,1,1
2024-01-19,23:50,2024,1,19,23,50,4,0,13.2,0,0,1,0,0
2024-01-20,03:44,2024,1,20,3,44,5,1,11.8,0,0,1,0,0
2024-01-20,05:29,2024,1,20,5,29,5,1,15.8,0,0,1,0,0
2024-01-20,06:08,2024,1,20,6,8,5,1,9.5,0,0,1,0,1
2024-01-20,08:56,2024,1,20,8,56,5,1,12.6,0,0,0,0,1
2024-01-20,16:27,2024,1,20,16,27,5,1,9.3,0,0,0,1,1
2024-01-20,19:00,2024,1,20,19,0,5,1,9.0,0,0,1,1,1
2024-01-21,00:09,2024,1,21,0,9,6,1,13.4,0,0,1,1,1
2024-01-21,01:26,2024,1,21,1,26,6,1,12.7,0,0,1,0,0
2024-01-21,02:28,2024,1,21,2,28,6,1,12.9,0,0,1,0,1
2024-01-21,03:10,2024,1,21,3,10,6,1,13.0,0,0,1,0,1
2024-01-21,03:32,2024,1,21,3,32,6,1,9.0,0,0,1,0,0
2024-01-21,04:25,2024,1,21,4,25,6,1,9.6,0,0,1,0,1
2024-01-21,07:43,2024,1,21,7,43,6,1,9.9,0,0,0,0,0
2024-01-21,08:08,2024,1,21,8,8,6,1,11.2,0,0,0,0,1
2024-01-21,08:33,2024,1,21,8,33,6,1,11.5,0,0,0,0,1
2024-01-21,13:39,2024,1,21,13,39,6,1,12.6,0,0,0,1,0
2024-01-21,14:09,2024,1,21,14,9,6,1,12.4,0,0,0,1,1
2024-01-21,16:37,2024,1,21,16,37,6,1,12.5,0,0,0,1,1
2024-01-21,18:03,2024,1,21,18,3,6,1,12.8,0,0,1,1,1
2024-01-21,18:40,2024,1,21,18,40,6,1,12.0,0,0,1,1,1
2024-01-21,18:46,2024,1,21,18,46,6,1,11.2,0,0,1,1,1
2024-01-22,02:40,2024,1,22,2,40,0,0,12.3,0,0,1,0,1
2024-01-22,03:14,2024,1,22,3,14,0,0,14.8,0,0,1,0,1
2024-01-22,03:25,2024,1,22,3,25,0,0,10.5,0,0,1,0,0
2024-01-22,05:13,2024,1,22,5,13,0,0,14.1,0,0,1,0,1
2024-01-22,05:34,2024,1,22,5,34,0,0,14.7,0,0,1,0,0
2024-01-22,06:12,2024,1,22,6,12,0,0,14.2,0,0,1,0,1
2024-01-22,11:18,2024,1,22,11,18,0,0,12.4,0,0,0,0,1
2024-01-22,12:19,2024,1,22,12,19,0,0,9.2,0,0,0,0,1
2024-01-22,12:44,2024,1,22,12,44,0,0,12.9,0,0,0,0,1
2024-01-22,15:15,2024,1,22,15,15,0,0,12.3,0,0,0,0,1
2024-01-22,15:55,2024,1,22,15,55,0,0,12.3,0,0,0,0,0
2024-01-22,15:59,2024,1,22,15,59,0,0,7.3,0,0,0,0,0
2024-01-22,16:00,2024,1,22,16,0,0,0,9.7,0,0,1,0,1
2024-01-22,19:17,2024,1,22,19,17,0,0,11.3,0,0,1,0,1
2024-01-22,21:38,2024,1,22,21,38,0,0,12.2,0,0,1,1,0
2024-01-22,21:55,2024,1,22,21,55,0,0,16.8,0,0,1,1,0
2024-01-22,23:54,2024,1,22,23,54,0,0,9.4,0,0,1,0,0
2024-01-23,00:07,2024,1,23,0,7,1,0,10.0,0,0,1,1,1
2024-01-23,00:55,2024,1,23,0,55,1,0,14.1,0,0,1,1,1
2024-01-23,01:41,2024,1,23,1,41,1,0,9.2,0,0,1,0,0
2024-01-23,04:03,2024,1,23,4,3,1,0,9.3,0,0,1,0,1
2024-01-23,04:31,2024,1,23,4,31,1,0,13.7,0,0,1,0,1
2024-01-23,06:16,2024,1,23,6,16,1,0,12.8,0,0,1,0,1
2024-01-23,07:35,2024,1,23,7,35,1,0,9.7,0,0,0,0,0
2024-01-23,08:45,2024,1,23,8,45,1,0,12.6,0,0,0,0,1
2024-01-23,08:49,2024,1,23,8,49,1,0,13.7,0,0,0,0,1
2024-01-23,10:22,2024,1,23,10,22,1,0,10.7,0,0,1,0,1
2024-01-23,14:03,2024,1,23,14,3,1,0,6.9,0,0,0,0,1
2024-01-23,16:54,2024,1,23,16,54,1,0,11.1,0,0,0,1,1
2024-01-24,00:06,2024,1,24,0,6,2,0,12.2,0,0,1,1,1
2024-01-24,02:02,2024,1,24,2,2,2,0,11.8,0,0,1,0,1
2024-01-24,03:17,2024,1,24,3,17,2,0,12.9,0,0,1,0,1
2024-01-24,08:14,2024,1,24,8,14,2,0,15.8,0,0,0,0,1
2024-01-24,13:28,2024,1,24,13,28,2,0,12.3,0,0,0,0,0
2024-01-24,17:11,2024,1,24,17,11,2,0,11.6,0,0,0,0,1
2024-01-24,17:28,2024,1,24,17,28,2,0,11.2,0,0,1,0,0
2024-01-24,19:44,2024,1,24,19,44,2,0,12.8,0,0,1,0,0
2024-01-25,01:37,2024,1,25,1,37,3,0,14.1,0,0,1,0,0
2024-01-25,01:45,2024,1,25,1,45,3,0,11.3,0,0,1,0,0
2024-01-25,03:40,2024,1,25,3,40,3,0,12.6,0,0,1,0,0
2024-01-25,04:05,2024,1,25,4,5,3,0,12.3,0,0,1,0,1
2024-01-25,06:54,2024,1,25,6,54,3,0,11.3,0,0,1,0,1
2024-01-25,08:43,2024,1,25,8,43,3,0,13.7,0,0,0,0,1
2024-01-25,08:44,2024,1,25,8,44,3,0,10.6,0,0,0,0,1
2024-01-25,09:55,2024,1,25,9,55,3,0,10.5,0,0,0,0,0
2024-01-25,11:56,2024,1,25,11,56,3,0,12.9,0,0,0,0,0
2024-01-25,12:58,2024,1,25,12,58,3,0,11.4,0,0,0,0,1
2024-01-25,13:17,2024,1,25,13,17,3,0,12.7,0,0,0,0,1
2024-01-25,14:03,2024,1,25,14,3,3,0,10.0,0,0,1,0,1
2024-01-25,14:52,2024,1,25,14,52,3,0,9.2,0,0,0,0,1
2024-01-25,15:00,2024,1,25,15,0,3,0,15.8,0,0,0,0,1
2024-01-25,15:37,2024,1,25,15,37,3,0,10.3,0,0,0,0,0
2024-01-25,16:28,2024,1,25,16,28,3,0,10.8,0,0,0,0,1
2024-01-25,20:31,2024,1,25,20,31,3,0,13.4,0,0,1,1,1
2024-01-25,21:05,2024,1,25,21,5,3,0,9.9,0,0,1,1,1
2024-01-25,21:39,2024,1,25,21,39,3,0,12.0,0,0,1,1,0
2024-01-26,01:16,2024,1,26,1,16,4,0,13.1,0,0,1,0,1
2024-01-26,02:35,2024,1,26,2,35,4,0,12.9,0,0,1,0,1
2024-01-26,02:36,2024,1,26,2,36,4,0,13.6,0,0,1,0,1
2024-01-26,05:31,2024,1,26,5,31,4,0,10.7,0,0,1,0,0
2024-01-26,06:56,2024,1,26,6,56,4,0,12.0,0,0,1,0,1
2024-01-26,06:57,2024,1,26,6,57,4,0,13.8,0,0,1,0,1
2024-01-26,08:30,2024,1,26,8,30,4,0,12.7,0,0,0,0,1
2024-01-26,11:50,2024,1,26,11,50,4,0,11.6,0,0,0,0,0
2024-01-26,12:01,2024,1,26,12,1,4,0,15.0,0,0,0,0,1
2024-01-26,12:31,2024,1,26,12,31,4,0,12.3,0,0,0,0,1
2024-01-26,16:37,2024,1,26,16,37,4,0,13.7,0,0,0,0,1
2024-01-26,22:05,2024,1,26,22,5,4,0,13.9,0,0,1,1,1
2024-01-27,00:35,2024,1,27,0,35,5,1,11.5,0,0,1,1,1
2024-01-27,00:36,2024,1,27,0,36,5,1,13.2,0,0,1,1,1
2024-01-27,02:15,2024,1,27,2,15,5,1,15.0,0,0,1,0,1
2024-01-27,02:39,2024,1,27,2,39,5,1,13.2,0,0,1,0,1
2024-01-27,03:05,2024,1,27,3,5,5,1,11.6,0,0,1,0,1
2024-01-27,04:11,2024,1,27,4,11,5,1,11.7,0,0,1,0,1
2024-01-27,05:14,2024,1,27,5,14,5,1,12.7,0,0,1,1,1
2024-01-27,05:31,2024,1,27,5,31,5,1,11.5,0,0,1,0,0
